type,id,en_description,fi_description
Phrase,p2,PRETEXT stage 2,esihoidon laajuus vaihe 2
Phrase,p3,PRETEXT stage 3,esihoidon laajuus vaihe 3
Phrase,p4,Tumor marker–related factors,kasvaimen merkkiaineeseen liittyvät tekijät
Phrase,p5,Childhood Rhabdomyosarcoma Treatment,lapsuuden pehmytkudossyövän hoito
Phrase,p6,Recurrent Hepatocellular Carcinoma,uusiutuva maksasolusyöpä
Phrase,p7,childhood liver cancer,lapsuuden maksasyöpä
Phrase,p8,Other Treatment Approaches,muut hoidon lähestymistavat
Phrase,p9,Biliary Tract Rhabdomyosarcoma,sappitien pehmytkudossyöpä
Phrase,p10,Orthotopic liver transplantation,ortotooppinen maksansiirto
Phrase,p11,PRETEXT stage 1,esihoidon laajuus vaihe 1
Phrase,p12,Age at Diagnosis,ikä diagnoosissa
Phrase,p13,Familial adenomatous polyposis,perinnöllinen suolistokanavan sairaus
Phrase,p14,Treatment of Hepatoblastoma,maksakasvaimen hoito
Phrase,p15,childhood hepatocellular carcinoma,lapsuuden maksasolusyöpä
Phrase,p16,Surgery and chemotherapy,leikkaus ja kemoterapia
Phrase,p17,Median age 3.4 y,mediaani-ikä：3.4 vuotta
Phrase,p18,Beckwith-Wiedemann syndrome and hemihyperplasia,Beckwith-Wiedemannin oireyhtymä ja kehon toisen puoliskon epänormaali kasvu
Phrase,p19,Stage IV (distant metastases),vaihe IV（etäiset etäpesäkkeet）
Phrase,p20,"Trisomy 18, other trisomies","trisomia 18, muut trisomiat"
Phrase,p21,Transitional liver cell tumor,siirtymävaiheen maksasolukasvain
Phrase,p22,Intratumoral injection of alcohol,alkoholiruiske kasvaimeen
Phrase,p23,Pure fetal histology hepatoblastoma,pelkän sikiön maksakasvaimen mikroskooppitutkimus 
Phrase,p24,Median age 10.5 y,mediaani-ikä 10.5 vuotta
Phrase,p25,recurrent childhood liver cancer,uusiutuva lapsuuden maksasyöpä
Phrase,p26,Chemotherapy and metastatic disease,kemoterapia ja etäpesäkesairaus
Phrase,p27,Hepatitis B and C,maksatulehdus B ja C
Phrase,p28,Glycogen storage diseases I–IV,glykoosin varastointisairaudet I-IV
Phrase,p29,Small cell undifferentiated hepatoblastoma,pienisoluinen erilaistumaton maksakasvain
Phrase,p30,Hepatoblastoma and Hepatocellular Carcinoma,maksakasvain ja maksasolusyöpä
Phrase,p31,Treatment of Hepatocellular Carcinoma,maksasolusyövän hoito
Phrase,p32,Stages I and II,vaiheet I ja II
Phrase,p33,Progressive familial intrahepatic cholestasis,kehittyvä perinnöllinen sapen virtauksen estyminen  
Phrase,p34,25% for patients with metastasis,25% etäpesäkepotilaille
Phrase,p35,Adapted from Nicol et al,muokattu Nicol et al.:lta
Phrase,p36,68% for PRETEXT stage 3,68% esihoidon laajuuteen vaiheessa 3
Phrase,p37,Treatment Options for Stage IV,hoitovaihtoehdot vaiheelle IV
Phrase,p38,57% for PRETEXT stage 4,57% esihoidon laajuuteen vaiheessa 4
Phrase,p39,Treatment options by cell type,hoitovaihtoehdot solutyypin mukaan
Phrase,p40,22% for PRETEXT stage 3,22% esihoidon laajuuteen vaiheessa 3
Phrase,p41,Surgical resection for metastatic disease,kirurginen poistoleikkaus etäpesäkesairaudelle
Phrase,p42,61% for PRETEXT stage 4,61% esihoidon laajuuteen vaiheessa 4
Phrase,p43,Microscopic residual disease after resection,mikroskooppisen vähäinen sairaus poistoleikkauksen jälkeen
Phrase,p44,The chemotherapy was well tolerated,kemoterapia oli hyvin siedetty
Phrase,p45,Limited Role for Radiation Therapy,rajoitettu rooli sädehoidossa
Phrase,p46,Treatment Options for Stage III,hoitovaihtoehdot vaiheelle III
Phrase,p47,Childhood Liver Cancer (PDQ®): Treatment,lapsuuden maksasyöpä (PDQ®): hoito
Phrase,p48,There are positive lymph nodes,siellä on positiivisia imusolmukkeita
Phrase,p49,91% for PRETEXT stage 2,91% esihoidon laajuuteen vaiheessa 2
Phrase,p50,Infantile Choriocarcinoma of the Liver,maksan kehittymätön syöpä
Phrase,p51,Size of the primary tumor,ensisijaisen kasvaimen koko
Phrase,p52,44% for PRETEXT stage 1,44% esihoidon laajuuteen vaiheessa 1
Phrase,p53,Hepatoblastoma prognosis by postsurgical stage,maksakasvaimen ennuste leikkauksen jälkeisessä vaiheessa
Phrase,p54,8% for PRETEXT stage 4,8% esihoidon laajuuteen vaiheessa 4
Phrase,p55,Presence of multifocal hepatic disease,multifokaalisen maksasairauden läsnäolo
Phrase,p56,95% for PRETEXT stage 2,95% esihoidon laajuuteen vaiheessa 2
Phrase,p57,84% for PRETEXT stage 3,84% esihoidon laajuuteen vaiheessa 3
Phrase,p58,44% for PRETEXT stage 2,44% esihoidon laajuuteen vaiheessa 2
Phrase,p59,Special considerations for surgical resection,erityiset harkinnat kirurgiseen poistoleikkaukseen
Phrase,p60,100% for PRETEXT stage 1,100% esihoidon laajuuteen vaiheessa 1
Phrase,p61,Postsurgical Staging for Childhood Liver Cancer,leikkauksen jälkeinen vaiheistus lapsuuden maksasyöpään
Phrase,p62,P—Main portal or portal bifurcation vein,P-pääportti tai päälaskimoportti
Phrase,p63,High risk Any patient with metastases,kuka tahansa korkean riskin potilas etäpesäkkeillä
Phrase,p64,Treatment of Recurrent Childhood Liver Cancer,uusiutuvan lapsuuden maksasyövän hoito
Phrase,p65,Any stage may have involvement of:,mikä tahansa vaihe voi olla mukana：
Phrase,p66,Hepatitis B and hepatitis C infection,maksatulehduksen B- ja maksatulehduksen C-tartunta
Phrase,p67,Cytotrophoblasts and syncytiotrophoblasts are both present,istukan ohut solukerros ja istukan ulkokerros ovat molemmat läsnä
Phrase,p68,Undifferentiated Embryonal Sarcoma of the Liver,maksan erilaistumaton alkiosarkooma
Phrase,p69,"Of these 11 patients, 9 survived","näistä 11 potilaasta 9 selvisi"
Phrase,p70,Late Effects of Treatment for Childhood Cancer,hoidon myöhäiset vaikutukset lapsuuden syöpään
Phrase,p71,Survival was 100% with no chemotherapy given,eloonjääminen oli 100% ilman kemoterapiaa
Phrase,p72,Chemotherapy followed by reassessment of surgical resectability,kemoterapiaa seuraava kirurgisen leikkauksen uudelleenarviointi
Phrase,p73,Stages III and IV are usually fatal,vaiheet III ja IV ovat yleensä kohtalokkaita
Phrase,p74,Presurgical Staging for Hepatoblastoma and Hepatocellular Carcinoma,maksakasvaimen ja maksasolusyövän leikkausta edeltävä vaiheistus
Phrase,p75,Treatment Options for Postsurgically Staged Stage IV,hoitovaihtoehdot leikkauksen jälkeiselle vaiheelle IV
Phrase,p76,Treatment of Infantile Choriocarcinoma of the Liver,istukasta sikiöön leviävän maksasyövän hoito
Phrase,p77,V—Vena cava or all three hepatic veins,suuri laskimo tai kaikki kolme maksalaskimoa
Phrase,p78,Several studies have tested different chemotherapy regimens,useat tutkimukset ovat testanneet erilaisia kemoterapian hoito-ohjelmia
Phrase,p79,Treatment Options for Stages I and II,hoitovaihtoehdot vaiheille I ja II
Phrase,p80,Delayed surgical resection (chemotherapy followed by surgery),viivästynyt kirurginen poistoleikkaus（leikkauksen jälkeinen kemoterapia）
Phrase,p81,Frequently; jaundice is a common presenting symptom,usein; keltaisuus on yleisesti esiintyvä oire
Phrase,p1,Diet and vitamins,ruokavalio ja vitamiinit
Phrase,p2,Description of Evidence,todisteen kuvaus
Phrase,p3,Prophylactic mastectomy: Harms,ennaltaehkäisevä rinnan poisto：haitat
Phrase,p4,Prophylactic mastectomy: Benefits,ennaltaehkäisevä rinnan poisto：hyödyt
Phrase,p5,Major inheritance susceptibility,suuri perinnöllisyysalttius
Phrase,p6,Invasive breast cancer,leviävä rintasyöpä
Phrase,p7,Noninvasive breast cancer,leviämätön rintasyöpä
Phrase,p8,Bladder control symptoms,virtsarakon hallinnan oireet
Phrase,p9,Ionizing radiation exposure,altistuminen ionisoivalle säteilylle
Phrase,p10,Combination hormone therapy,yhdistelmähormonihoito
Phrase,p11,Study Design: RCTs,tutkimussuunnitelma：satunnaistetut kontrolloidut tutkimukset 
Phrase,p12,Aromatase inhibition or inactivation,aaromataasi-entsyymin estäjä tai inaktivaatio
Phrase,p13,Breast Cancer (PDQ®): Prevention,rintasyöpä (PDQ®): ehkäisy
Phrase,p14,Study Design: One RCT,tutkimussuunnitelma：yksi satunnaistettu kontrolloitu tutkimus
Phrase,p15,Study Design: Observational study,tutkimussuunnitelma：havainnointitutkimus
Phrase,p16,Study Design: Convenience sample,tutkimussuunnitelma：sopivuusnäyte
Phrase,p17,Selective estrogen receptor modulators (SERMs),valikoivat estrogeenireseptorin modulaattorit (valikoivat naishormoonin tuotantoa aktivoivat reseptoriaineet)
Phrase,p18,Aromatase inhibitors or inactivators: Benefits,aromataasi-entsyymin estäjät tai ei-aktivoijat：hyödyt
Phrase,p19,Breast Cancer Treatment and Pregnancy,rintasyövän hoito ja raskaus
Phrase,p20,Active and passive cigarette smoking,aktiivinen ja passiivinen tupakanpoltto
Phrase,p21,Incidence of Symptoms (0–4 scale),oireiden ilmaantuvuus（asteikko 0-4）
Phrase,p22,Aromatase inhibitors or inactivators: Harms,aromataasi-entsyymin estäjät tai ei-aktivoijat：haitat
Phrase,p23,"Incidence of Outcomes Per 1,000 Women","tulosten ilmaantuvuus 1,000 naista kohti"
Phrase,p24,Study Design: Cohort and case-control studies,tutkimussuunnitelma：kohortti- ja tapauskontrolloidut tutkimukset
Phrase,p25,Genetics of Breast and Ovarian Cancer,rinta- ja munasarjasyövän genetiikat
Phrase,p26,Selective estrogen receptor modulators (SERMs): Benefits,valikoivat estrogeenireseptorin modulaattorit (valikoivat naishormoonin tuotantoa aktivoivat reseptoriaineet): edut   
Phrase,p27,Study Design: Case-control and cohort studies,tutkimussuunnitelma：tapauskontrolloidut ja kohorttitutkimukset
Phrase,p28,Selective estrogen receptor modulators (SERMs): Harms,valikoivat estrogeenireseptorin modulaattorit (valikoivat naishormoonin tuotantoa aktivoivat reseptoriaineet): haitat    
Phrase,p29,ER–positive tumors were reduced by 48%,ER-positiiviset kasvaimet vähenivät 48%
Phrase,p30,Study Design: RCT and cohort studies,tutkimussuunnitelma：satunnaistettu kontrolloitu tutkimus ja kohorttitutkimukset                        
Phrase,p31,Factors of Unproven or Disproven Association,todistamattomat ja kiistämättömät yhteen liittävät tekijät
Phrase,p32,Prophylactic oophorectomy or ovarian ablation: Harms,munasarjojen poistoleikkaus tai munasarjojen naishormoonin tuotantoa vähentävä hoito：haitat
Phrase,p33,Etiology and pathogenesis of breast cancer,rintasyövän etiologia ja patogeneesi
Phrase,p34,Prophylactic oophorectomy or ovarian ablation: Benefits,munasarjojen poistoleikkaus tai munasarjojen naishormoonin tuotantoa vähentävä hoito：hyödyt
Phrase,p35,"A total of 8,171 women were enrolled","ilmoittautuneita oli yhteensä 8,171 naista"
Phrase,p36,"Study Design: Observational, case-control, and cohort studies","tutkimussuunnitelma：havainnoivat, tapauskontrolloidut ja kohorttitutkimukset"
Phrase,p37,"Study Design: Case-control, cohort, and observational studies","tutkimussuunnitelma：tapauskontrolloidut, kohortti- ja havainnoivat tutkimukset"
Phrase,p38,A second trial (IBIS-2) is under way,toinen koe（IBIS-2）on meneillään
Phrase,p39,Estrogen-only use among women with a hysterectomy,vain naishormoonia käyttävillä naisilla kohdunpoiston kanssa
Phrase,p40,Study Design: Prospective observational and case-control studies,tutkimussuunnitelma：tulevat havainnoivat ja tapauskontrolloidut tutkimukset
Phrase,p41,Results of case-control studies have been mixed,tapauskontrolloitujen tutkimusten tulokset ovat olleet ristiriitaisia
Phrase,p42,Follow-up continued for up to 16 years,seuranta jatkunut jopa 16 vuotta
Phrase,p1,Vitamin E supplementation,E-vitamiinilisä
Phrase,p2,Smoke-free workplace legislation,savuton työpaikkalaki
Phrase,p3,Beta-carotene in nonsmokers,beetakaroteeni tupakoimattomilla
Phrase,p4,Smoking cessation guidelines,tupakoinnin lopettamisen ohjeet
Phrase,p5,Secondhand tobacco smoke,toisen käden tupakansavu
Phrase,p6,Eliminating secondhand smoke,toisen käden savun poistaminen
Phrase,p7,Lung Cancer Screening,keuhkosyövän seulonta
Phrase,p8,Vitamin E (Tocopherol),E-vitamiini（tokoferoli）
Phrase,p9,Pharmacotherapy for smoking cessation,lääkehoito tupakoinnin lopettamiseen
Phrase,p10,Exposure to secondhand smoke,altistuminen toisen käden savulle
Phrase,p11,Beta-carotene supplementation in nonsmokers,beetakaroteenilisä tupakoimattomilla
Phrase,p12,Lung Cancer (PDQ®): Prevention,keuhkosyöpä (PDQ®): ehkäisy
Phrase,p13,Smoking avoidance and cessation,tupakoinnin välttäminen ja lopettaminen
Phrase,p14,Beta-carotene supplementation in smokers,beetakaroteenilisä tupakoitsijoilla
Phrase,p15,The biology of carcinogenesis,syövän muodostumisen biologia
Phrase,p16,Skills training/problem solving (cessation/abstinence techniques),taitojen koulutus/ongelmanratkaisu（lopetus-/kohtuullisuustekniikat）
Phrase,p17,Occupational exposures to lung carcinogens,työperäiset altistumiset keuhkosyöpää aiheuttaville aineille
Phrase,p18,Beta-carotene supplementation in current smokers,beetakaroteenilisä nykyisillä tupakoitsijoilla
Phrase,p19,Human immunodeficiency virus (HIV) infection,immuunikadon aiheuttavan viruksen（HIV）tartunta
Phrase,p20,Lung cancer in never smokers,keuhkosyöpä ei koskaan tupakoineilla
Phrase,p21,Occupational exposure to lung carcinogens,työperäinen altistuminen keuhkosyöpää aiheuttaville aineille
Phrase,p22,Reducing or eliminating exposure to radon,radonille altistumisen vähentäminen tai poistaminen
Phrase,p23,Factors of uncertain association with risk,epävarmaan riskiin liittyvät tekijät
Phrase,p24,Other environmental causes of lung cancer,muut keuhkosyövän ympäristösyyt
Phrase,p25,Preventing occupational exposure to lung carcinogens,estää työperäinen altistuminen keuhkosyöpää aiheuttaville aineille
Phrase,p26,"Magnitude of Effect: Increased risk, small magnitude","vaikutuksen merkitys：kasvanut riski，pieni merkitys"
Phrase,p27,The primary endpoint was lung cancer incidence,ensisijainen päätepiste oli keuhkosyövän ilmaantuvuus
Phrase,p28,Overcoming nicotine dependence is often extremely difficult,nikotiiniriippuvuuden voittaminen on usein erittäin vaikeaa
Phrase,p29,Cigarette smoking is the primary risk factor,tupakan polttaminen on ensisijainen riskitekijä
Phrase,p1,Evidence (CT/FDG-PET scan):,todiste (CT/FDG-PET-skannaus):
Phrase,p2,stage 0 NSCLC,vaiheen 0 ei-pienisoluinen keuhkosyöpä   
Phrase,p3,stage IV NSCLC,vaiheen IV ei-pienisoluinen keuhkosyöpä   
Phrase,p4,Involvement of pleura,keuhkopussin osallistuminen
Phrase,p5,Giant cell carcinoma,jättisolusyöpä
Phrase,p6,Evidence (combination chemotherapy):,todiste (yhdistelmäkemoterapia):
Phrase,p7,Evidence (chemoradiation therapy):,todiste (kemosäteilytyshoito):
Phrase,p8,Evidence (neoadjuvant chemotherapy):,todiste (ennaltaehkäisevä kemoterapia):
Phrase,p9,Signet ring adenocarcinoma,harvinaisen rauhaskudossyövän alatyyppi
Phrase,p10,Combined modality approaches,yhdistetyt mahdolliset lähestysmistavat
Phrase,p11,stage IV disease,vaiheen IV sairaus
Phrase,p12,Factors influencing treatment,hoitoon vaikuttavat tekijät
Phrase,p13,Occult NSCLC Treatment,selittämätön ei-pienisoluisen keuhkosyövän hoito
Phrase,p14,Well-differentiated fetal adenocarcinoma,hyvin erilaistunut sikiön rauhaskudossyöpä
Phrase,p15,T4 (pleural effusion),hyvin laajalle levinnyt syöpä（nesteen kertyminen keuhkopussiin）
Phrase,p16,Age versus comorbidity,ikä vastaan rinnakkaissairaus
Phrase,p17,M1 (ipsilateral lung),etäinen etäpesäke（samanpuoleinen keuhko）
Phrase,p18,occult lung cancer,selittämätön keuhkosyöpä
Phrase,p19,Adjuvant chemoradiation therapy,hoidon tehokkuutta parantava kemosäteilytyshoito
Phrase,p20,Evidence (radiation therapy):,todiste (sädehoito):
Phrase,p21,Superior sulcus tumors,keuhkojen yläosan kasvaimet
Phrase,p22,New chemotherapy regimens,uudet kemoterapian hoito-ohjelmat
Phrase,p23,M1 (contralateral lung),etäinen etäpesäke（toisenpuoleinen keuhko）
Phrase,p24,Clear cell adenocarcinoma,selkeä solukudossyöpä
Phrase,p25,Evidence (FDG-PET scan):,todiste (FDG-PET-skannaus):         
Phrase,p26,New fractionation schedules,uudet annosaikataulut
Phrase,p27,"New cases: 224,210","uudet tapaukset：224,210"
Phrase,p28,Evidence (endobronchial therapies):,todiste (hengitysteiden hoidot):
Phrase,p29,Other systemic agents,muut systeemiset aineet
Phrase,p30,Spindle cell carcinoma,sukkulamainen solusyöpä
Phrase,p31,Extracapsular tumor spread,kasvain levinnyt imusolmukekapselin ulkopuolelle
Phrase,p32,Large cell carcinoma,suurisoluinen syöpä
Phrase,p33,stages IIA NSCLC,vaiheiden IIA ei-pienisoluinen keuhkosyöpä   
Phrase,p34,Stage IIIB NSCLC,vaiheen IIIB ei-pienisoluinen keuhkosyöpä   
Phrase,p35,stage IIIA NSCLC,vaiheen IIIA ei-pienisoluinen keuhkosyöpä   
Phrase,p36,Evidence (radical surgery):,todiste (radikaali leikkaus):
Phrase,p37,Adenoid cystic carcinoma,harvinainen pään ja kaulan alueen rauhaskudossyöpä
Phrase,p38,Stage IV NSCLC,vaiheen IV ei-pienisoluinen keuhkosyöpä   
Phrase,p39,Evidence (CT scan):,todiste (CT-skannaus):                  
Phrase,p40,Stage 0 NSCLC,vaiheen 0 ei-pienisoluinen keuhkosyöpä   
Phrase,p41,Vocal cord paralysis,äänihuulten halvaus
Phrase,p42,stage IA NSCLC,vaiheen IA ei-pienisoluinen keuhkosyöpä   
Phrase,p43,Clear cell carcinoma,selkeä solusyöpä
Phrase,p44,Performance status (PS),suorituskykytila（PS）              
Phrase,p45,Seventh Edition T/M,seitsemäs painos T/M   
Phrase,p46,Recurrent NSCLC Treatment,uusiutuvan ei-pienisoluisen keuhkosyövän hoito
Phrase,p47,Radiation therapy alone,sädehoito yksin
Phrase,p48,stage IIIB NSCLC,vaiheen IIIB ei-pienisoluinen keuhkosyöpä   
Phrase,p49,Evidence (nodal status):,todiste (solmukkeen tila):
Phrase,p50,Squamous cell carcinoma,levyepiteelisyöpä
Phrase,p51,For palliative treatment,palliatiiviseen hoitoon
Phrase,p52,Stage IIIA NSCLC,vaiheen IIIA ei-pienisoluinen keuhkosyöpä   
Phrase,p53,Stage IIIA NSCLC Treatment,vaiheen IIIA ei-pienisoluisen keuhkosyövän hoito
Phrase,p54,Stage Information for NSCLC,vaihetieto ei-pienisoluiselle keuhkosyövälle 
Phrase,p55,Radiation therapy (for palliation),sädehoito（lievitykseen）
Phrase,p56,Treatment of brain metastases,aivojen etäpesäkkeiden hoito
Phrase,p57,Evidence (age vs. comorbidity):,todiste (ikä vastaan rinnakkaissairaus):
Phrase,p58,Surgery and radiation therapy,leikkaus ja sädehoito
Phrase,p59,Combining local treatment (surgery),paikallisen hoidon (leikkauksen) yhdistäminen
Phrase,p60,non-small cell lung cancer,ei-pienisoluinen keuhkosyöpä
Phrase,p61,Stage 0 NSCLC Treatment,vaiheen 0 ei-pienisoluisen keuhkosyövän hoito
Phrase,p62,Evidence (adjuvant chemoradiation therapy):,todiste (hoidon tehokkuutta parantava kemosäteilytyshoito):
Phrase,p63,Sites of tumor involvement,kasvaimen sijaintipaikat
Phrase,p64,Limitations of evidence (surgery):,todisteen rajoitukset (leikkaus):
Phrase,p65,T4 (same lobe nodules),hyvin laajalle levinnyt syöpä（saman elimen kyhmyt）                             
Phrase,p66,Knowledge of histologic type,mikroskooppitutkimuksen tyypin tuntemus
Phrase,p67,M1b designates distant metastasis,M1b tarkoittaa etäistä etäpesäkettä
Phrase,p68,Radiation therapy and surgery,sädehoito ja leikkaus
Phrase,p69,Evaluation of brain metastasis,aivojen etäpesäkkeen arviointi
Phrase,p70,Tumor size and location,kasvaimen koko ja sijainti
Phrase,p71,Stage IV NSCLC Treatment,vaiheen IV ei-pienisoluisen keuhkosyövän hoito
Phrase,p72,Early eradication of micrometastases,mikroetäpesäkkeiden varhainen hävittäminen
Phrase,p73,Smoking in Cancer Care,tupakointi syövän hoidossa
Phrase,p74,Continuing only single-agent chemotherapy,jatketaan vain yhden aineen kemoterapiaa
Phrase,p75,Superior vena cava syndrome,veren virtaamaa hidastava oireyhtymä 
Phrase,p76,Resected or resectable disease,leikkauksella poistettu tai poistettava sairaus
Phrase,p77,M1 = Distant metastasis,M1 = etäinen etäpesäke
Phrase,p78,Presence of pulmonary symptoms,keuhko-oireiden läsnäolo
Phrase,p79,Solid adenocarcinoma with mucin,kiinteä rauhassyöpä liman kanssa
Phrase,p80,Adenocarcinoma with mixed subtypes,rauhassyöpä sekalaisten alatyyppien kanssa
Phrase,p81,Examination of the tumor,kasvaimen tutkimus
Phrase,p82,Regional treatment (radiation therapy),alueellinen hoito（sädehoito）
Phrase,p83,Cellular Classification of NSCLC,ei-pienisoluisen keuhkosyövän soluluokittelu   
Phrase,p84,Stage IIIB NSCLC Treatment,vaiheen IIIB ei-pienisoluisen keuhkosyövän hoito
Phrase,p85,recurrent non-small cell lung cancer,uusiutuva ei-pienisoluinen keuhkosyöpä
Phrase,p86,Evidence (drug and dose schedule):,todiste (lääke- ja annosaikataulu):
Phrase,p87,Evidence (chemotherapy and targeted therapy):,todiste (kemoterapia ja kohdennettu hoito):
Phrase,p88,Surgery alone (for selected patients),leikkaus yksin（valituille potilaille）
Phrase,p89,Maintenance therapy following first-line chemotherapy,ylläpitohoito ensilinjaisen kemoterapian jälkeen
Phrase,p90,Sixth Edition T/M Descriptor (cm),kuudes painos T/M-kuvaaja（cm）
Phrase,p91,Cost effectiveness of FDG-PET scanning,FDG-PET-skannauksen kustannustehokkuus                
Phrase,p92,Treatment of second primary tumor,toisen ensisijaisen kasvaimen hoito
Phrase,p93,Cytotoxic combination chemotherapy (first line),sytotoksinen yhdistelmäkemoterapia（ensimmäinen linja）
Phrase,p94,WHO/IASLC Histologic Classification of NSCLC,ei-pienisoluisen keuhkosyövän WHO/IASLC-mikroskooppitutkimusluokittelu  
Phrase,p95,Treatment Option Overview for NSCLC,hoitovaihtoehdon yleiskatsaus ei-pienisoluiselle keuhkosyövälle
Phrase,p96,The primary endpoint was PFS,ensisijainen päätepiste oli etenemisvapaa selviytyminen  
Phrase,p97,The study reported the following,tutkimus kertoi seuraavaa
Phrase,p98,M0 = No distant metastasis,M0 = ei etäistä etäpesäkettä
Phrase,p99,Tis = Carcinoma in situ,Tis = alkuperäisessä kohteessa oleva syöpäsoluryhmä
Phrase,p100,Carcinomas of salivary gland type,sylkirauhassyöpien tyyppi
Phrase,p101,Stages IA and IB NSCLC,vaiheiden IA ja IB ei-pienisoluinen keuhkosyöpä   
Phrase,p102,Developing more effective systemic therapy,tehokkaamman systeemisen hoidon kehittäminen
Phrase,p103,"Tracheal, esophageal, or bronchial compression","henkitorven, ruokatorven tai keuhkoputken puristus"
Phrase,p104,Involvement of multiple nodal stations,useiden solmukeasemien osallistuminen
Phrase,p105,Concurrent versus sequential chemoradiation therapy,samanaikainen vastaan peräkkäinen kemosäteilytyshoito
Phrase,p106,occult non-small cell lung cancer,selittämätön ei-pienisoluinen keuhkosyöpä
Phrase,p107,PIK3 catalytic protein alpha (PI3KCA),PIK3-entsyymi（PI3KCA）
Phrase,p108,Chemotherapy or kinase inhibitors alone,kemoterapia tai kinaasinestäjät yksin 
Phrase,p109,Stages IIA and IIB NSCLC,vaiheiden IIA ja IIB ei-pienisoluinen keuhkosyöpä   
Phrase,p110,Fluorodeoxyglucose-positron emission tomography (FDG-PET) scanning,kasvaimen kuvantamismenetelmän（FDG-PET）skannaus    
Phrase,p111,Epidermoid or squamous cell carcinoma,ihokudoksen ulompi epiteelikerros tai levyepiteelisolusyöpä
Phrase,p112,Evidence (EGFR tyrosine kinase inhibitors):,todiste (EGFR-entsyymin estäjät): 
Phrase,p113,Anaplastic lymphoma kinase receptor (ALK),anaplastisen imukudossyövän entsyyminen reseptori（anaplastinen imukudossyöpä）
Phrase,p114,Large tumor size (>3 cm),suuren kasvaimen koko（>3 cm）
Phrase,p115,"Cigarette, pipe, or cigar smoking","tupakan, piipun tai sikarin polttaminen"
Phrase,p116,The patient's performance status (PS),potilaan suorituskykytila（PS）                
Phrase,p117,Large cell neuroendocrine carcinoma (LCNEC),suurisoluinen hermojärjestelmäsyöpä（suurisoluinen neuroendokriininen syöpä）     
Phrase,p118,Adenocarcinoma (40% of lung cancers),rauhassyöpä（40% keuhkosyövistä）
Phrase,p119,Evidence (concurrent vs. sequential chemoradiation therapy):,todiste (samanaikainen vastaan peräkkäinen kemosäteilytyshoito):
Phrase,p120,Carcinomas with spindle and/or giant cells,syövät kara- ja/tai jättisolujen kanssa
Phrase,p121,"Sixty-five trials (13,601 patients) were identified","kuusikymmentäviisi tutkimusta (13,601 potilasta) tunnistettiin"
Phrase,p122,Combination chemotherapy with bevacizumab or cetuximab,yhdistelmäkemoterapia bevasitsumabin tai setuksimabin kanssa
Phrase,p123,Continuing the initial combination chemotherapy regimen,jatkaa alkuperäistä yhdistelmäkemoterapiahoito-ohjelmaa
Phrase,p124,Stages IA and IB NSCLC Treatment,vaiheiden IA ja IB ei-pienisoluisen keuhkosyövän hoito
Phrase,p125,Kirsten rat sarcoma viral oncogene (KRAS),Kirsten-rottasarkoomavirus（KRAS）                 
Phrase,p126,MAPK kinase 1 (MAP2K1 or MEK1),MAPK-kinaasi 1（MAP2K1 tai MEK1）
Phrase,p127,stage 0 non-small cell lung cancer,vaiheen 0 ei-pienisoluinen keuhkosyöpä
Phrase,p128,Large cell carcinoma with rhabdoid phenotype,suuri solusyöpä munuaisten kasvainten kanssa
Phrase,p129,"Introducing a new agent as ""maintenance.""","esittelyssä uusi aine "ylläpitona"
Phrase,p130,"HER2, present in 2% of tumors","HER2 esiintyy 2% kasvaimista"
Phrase,p131,Tumors that invade the chest wall,rintakehään tunkeutuvat kasvaimet
Phrase,p132,Standard Treatment Options for Occult NSCLC,vakiohoitovaihtoehdot selittämättömälle ei-pienisoluiselle keuhkosyövälle
Phrase,p134,stage II non-small cell lung cancer,vaiheen II ei-pienisoluinen keuhkosyöpä
Phrase,p135,Stage ( TNM Staging Criteria ),vaihe（TNM-vaiheistuksen kriteerit）
Phrase,p136,stage IIIB non-small cell lung cancer,vaiheen IIIB ei-pienisoluinen keuhkosyöpä
Phrase,p137,Close or microscopically positive resection margins,läheiset tai mikroskooppisesti positiiviset leikkausreunat
Phrase,p138,stage IIIA non-small cell lung cancer,vaiheen IIIA ei-pienisoluinen keuhkosyöpä
Phrase,p139,AJCC Stage Groupings and TNM Definitions,AJCC-vaiheryhmittelyt ja TNM-määritelmät
Phrase,p140,"PI3KCA, present in 2% of tumors","PI3KCAesiintyy 2% kasvaimista"
Phrase,p141,Non-Small Cell Lung Cancer (PDQ®): Treatment,ei-pienisoluinen keuhkosyöpä (PDQ®): hoito
Phrase,p142,Standard Treatment Options for Recurrent NSCLC,vakiohoitovaihtoehdot uusiutuvalle ei-pienisoluiselle keuhkosyövälle
Phrase,p143,Evidence (maintenance therapy following first-line chemotherapy):,todiste (ylläpitohoito ensilinjan kemoterapian jälkeen):
Phrase,p144,Evidence (radiation therapy for palliative treatment):,todiste (sädehoito palliatiiviseen hoitoon):
Phrase,p145,EGFR tyrosine kinase inhibitors (first line),EGFR-entsyyminestäjät（ensimmäinen linja）                    
Phrase,p146,"AKT1, present in 1% of tumors",AKT1，esiintyy 1% kasvaimista                         
Phrase,p147,stage I non-small cell lung cancer,vaiheen I ei-pienisoluinen keuhkosyöpä
Phrase,p148,Stages IIA and IIB NSCLC Treatment,vaiheiden IIA ja IIB ei-pienisoluisen keuhkosyövän hoito
