type,id,en_description,ur_description
Phrase,p92,"Sample size: 21,088 study and 21,195 control","نمونے کا سائز: 21,088 مطالعہ اور 21,195 کنٹرول"
Phrase,p93,"Study Design : Two RCTs, cohort studies","مطالعہ کا ڈیزائن: دو RCTs، کوہورٹ مطالعات"
Phrase,p94,Linked to Swedish Cause of Death Registry,سویڈش موت کی وجہ کے رجسٹری سے منسلک
Phrase,p95,Characteristics of Cancers Detected by Screening Mammography,اسکریننگ میموگرافی سے پائے جانے والے سرطان کی خصوصیات
Phrase,p96,Other risk factors and risk prediction models,دیگر خطرے کے عوامل اور خطرے کی پیشگوئی کے ماڈل
Phrase,p97,Age at entry: 40 to 74 years,عمر عند اندراج: 40 سے 74 سال
Phrase,p98,DCIS is most often diagnosed by mammography,DCIS اکثر میموگرافی کے ذریعے تشخیص کیا جاتا ہے
Phrase,p99,"Mammography screening rates, however, were generally low","میموگرافی اسکریننگ کی شرحیں، تاہم، عام طور پر کم تھیں"
Phrase,p100,Treatment of these cancers would constitute overtreatment,ان سرطانوں کا علاج ضرورت سے زیادہ علاج شمار ہوگا
Phrase,p101,Table 1. Risk of Breast Cancer Diagnosis,ٹیبل 1۔ بریسٹ سرطان کی تشخیص کا خطرہ
Phrase,p102,One Sv is equivalent to 200 mammograms,ایک Sv 200 میموگرام کے برابر ہے
Phrase,p103,Age at entry: 40 to 49 years,عمر عند اندراج: 40 سے 49 سال
Phrase,p104,Cause of death attribution: Cancer Registry Data,موت کی وجہ کی منسوبی: سرطان رجسٹری ڈیٹا
Phrase,p105,Individuals With Little to Gain from Screening,وہ افراد جن کو اسکریننگ سے کم فائدہ ہو
Phrase,p1,Gastroesophageal reflux/Barrett esophagus,گیسٹروایسوفیجل ریفلوکس/بیریٹ غذائی نالی
Phrase,p2,Esophageal Cancer Screening,غذائی نالی کے سرطان کی اسکریننگ
Phrase,p3,Esophageal Cancer Prevention,غذائی نالی کے سرطان کی روک تھام
Phrase,p4,Squamous Cell Carcinoma,سکوامس سیل کارسینوما
Phrase,p5,Esophageal Cancer (PDQ®): Prevention,غذائی نالی کا سرطان (پی ڈی کیو®): روک تھام
Phrase,p6,Internal Validity : Fair,داخلی درستگی: مناسب
Phrase,p7,Consistency : Large study,مطابقت: بڑا مطالعہ
Phrase,p8,Consistency : Multiple studies,مطابقت: متعدد مطالعات
Phrase,p9,Consistency : Single study,مطابقت: واحد مطالعہ
Phrase,p10,Aspirin and nonsteroidal anti-inflammatory drugs,ایسپرین اور نان سٹیرایڈیل اینٹی سوزش ادویات
Phrase,p11,"Tobacco, Alcohol, and Dietary Factors",تمباکو، الکحل، اور غذائی عوامل
Phrase,p12,Avoidance of tobacco and alcohol,تمباکو اور الکحل سے پرہیز
Phrase,p13,Consistency : Good; multiple studies,مستقل مزاجی: اچھی؛ متعدد مطالعات
Phrase,p14,Radiofrequency Ablation in Dysplastic Barrett Esophagus,ڈسپلاسٹک بیریٹ غذائی نالی میں ریڈیو فریکوئنسی ایبلیشن
Phrase,p15,Aspirin and nonsteroidal anti-inflammatory drug use,ایسپرین اور نان سٹیرایڈیل اینٹی سوزش ادویات کا استعمال
Phrase,p16,The risk declines with smoking cessation,تمباکو نوشی بند کرنے سے خطرہ کم ہوتا ہے
Phrase,p17,Ablation of Barrett Esophagus With Dysplasia,ڈسپلاسیا والی بیریٹ غذائی نالی کا ایبلیشن
Phrase,p18,Helicobacter pylori infection and gastric atrophy,ہیلیکوبیکٹر پائلوری انفیکشن اور معدے کا اٹروفی
Phrase,p19,The epidemiology of these types varies markedly,ان اقسام کی ایپیڈیمولوجی نمایاں طور پر مختلف ہوتی ہے
Phrase,p20,Study Design : Ecologic and descriptive studies,مطالعہ کا ڈیزائن: ماحولیاتی اور توصیفی مطالعات
Phrase,p1,Recurrent Esophageal Cancer,بار بار ہونے والا غذائی نالی کا سرطان
Phrase,p2,"New cases: 17,990","نئے کیسز: 17,990"
Phrase,p3,Tumor invades adventitia,ٹیومر ایڈونٹیشیا پر حملہ آور ہوتا ہے
Phrase,p4,Preoperative Chemotherapy Alone,پری آپریٹو  کیمیائی علاج تنہائی میں
Phrase,p5,Metaplastic columnar epithelium,میٹاپلاسٹک کالم نما ایپی تھیلیئم
Phrase,p6,recurrent esophageal cancer,بار بار ہونے والا غذائی نالی کا سرطان
Phrase,p7,Preoperative Chemoradiation Therapy,پری آپریٹو کیمورےڈیشن تھراپی
Phrase,p8,Tumor invades submucosa,ٹیومر سب میوکوسا پر حملہ آور ہوتا ہے
Phrase,p9,Esophageal Cancer Treatment,غذائی نالی کے سرطان کا علاج
Phrase,p10,stage II esophageal cancer,مرحلہ دوم غذائی نالی کا سرطان
Phrase,p11,stage IV esophageal cancer,مرحلہ چہارم غذائی نالی کا سرطان
Phrase,p12,Tumor invades adjacent structures,ٹیومر متصل ڈھانچے پر حملہ آور ہوتا ہے
Phrase,p13,stage I esophageal cancer,مرحلہ اول غذائی نالی کا سرطان
Phrase,p14,Esophageal Cancer (PDQ®): Treatment,غذائی نالی کا سرطان (PDQ®): علاج
Phrase,p15,Nutrition in Cancer Care,سرطان کی دیکھ بھال میں تغذیہ
Phrase,p16,Stage III Esophageal Cancer,مرحلہ سوم غذائی نالی کا سرطان
Phrase,p17,Stage II Esophageal Cancer,مرحلہ دوم غذائی نالی کا سرطان
Phrase,p18,Stage I Esophageal Cancer,مرحلہ اول غذائی نالی کا سرطان
Phrase,p19,Stage IV Esophageal Cancer,مرحلہ چہارم غذائی نالی کا سرطان
Phrase,p20,Tumor invades muscularis propria,ٹیومر مسکیولرز پروپریا پر حملہ آور ہوتا ہے
Phrase,p21,Chemoradiation with subsequent surgery,کیمورےڈیشن کے بعد سرجری
Phrase,p22,Stage 0 Esophageal Cancer,مرحلہ صفر غذائی نالی کا سرطان
Phrase,p23,HGD = high-grade dysplasia,HGD = اعلی درجے کی ڈسپلاسیا
Phrase,p24,stage III esophageal cancer,مرحلہ سوم غذائی نالی کا سرطان
Phrase,p25,stage 0 esophageal cancer,مرحلہ صفر غذائی نالی کا سرطان
Phrase,p26,Table 4. Anatomic Stage/Prognostic Groups,جدول 4۔ تشریحی مرحلہ/پیشگوئی گروپ
Phrase,p27,Table 3. Distant Metastasis (M),جدول 3۔ دور کے میٹاسٹیسیس (ایم)
Phrase,p28,OS was the primary outcome,OS (مجموعی بقا) بنیادی نتیجہ تھا
Phrase,p29,Stage Information for Esophageal Cancer,غذائی نالی کے سرطان کی مرحلہ وار معلومات
Phrase,p30,Cellular Classification of Esophageal Cancer,غذائی نالی کے سرطان کی خلیاتی درجہ بندی
Phrase,p31,General Information About Esophageal Cancer,غذائی نالی کے سرطان کے بارے میں عمومی معلومات
Phrase,p32,Table 1. Primary Tumor (T),جدول 1۔ بنیادی ٹیومر (ٹی)
Phrase,p33,The optimal surgical procedure is controversial,بہترین سرجیکل طریقہ کار متنازعہ ہے
Phrase,p34,Table 2. Regional Lymph Nodes (N),جدول 2۔ علاقائی لمف نوڈس (این)
Phrase,p35,Nd:YAG endoluminal tumor destruction or electrocoagulation,اینڈیووائی اے جی اینڈولومینل ٹیومر تباہی یا الیکٹروکوگولیشن
Phrase,p36,Endoscopic-placed stents to provide palliation of dysphagia,اینڈوسکوپک سٹینٹس جو نگلنے میں دشواری کو کم کرتے ہیں
Phrase,p37,Clinical trials evaluating single-agent or combination chemotherapy,کلینکل ٹرائلز جو سنگل ایجنٹ یا کمبینیشن  کیمیائی علاج کا جائزہ لیتے ہیں
Phrase,p38,Metaplastic intestinal epithelium with typical goblet cells,میٹاپلاسٹک آنت کے ایپی تھیلیئم جس میں گوبلٹ خلیات ہوتے ہیں
Phrase,p39,Many agents are active in esophageal cancer,بہت سے ادویات غذائی نالی کے سرطان میں مؤثر ہیں
Phrase,p40,"Resectable tumor invading pleura, pericardium, or diaphragm","قابل جراحی ٹیومر جو پلیورا، پریکارڈیم یا ڈایافرام پر حملہ آور ہوتا ہے"
Phrase,p41,Intraluminal brachytherapy to provide palliation of dysphagia,انٹرالیومینل بریکی تھراپی جو نگلنے میں دشواری کو کم کرتی ہے
Phrase,p42,Tumor invades lamina propria or muscularis mucosae,ٹیومر لامینا پروپریا یا مسکیولرز میوکوسی پر حملہ آور ہوتا ہے
Phrase,p1,PRETEXT stage 4,پری ٹیکسٹ مرحلہ 4
Phrase,p2,PRETEXT stage 2,پری ٹیکسٹ مرحلہ 2
Phrase,p3,PRETEXT stage 3,پری ٹیکسٹ مرحلہ 3
Phrase,p4,Tumor marker–related factors,ٹیومر مارکر سے متعلق عوامل
Phrase,p5,Childhood Rhabdomyosarcoma Treatment,بچوں کے رہیبڈومائیوسارکوما کا علاج
Phrase,p6,Recurrent Hepatocellular Carcinoma,بار بار ہونے والا ہیپٹوسیلولر کارسنوما
Phrase,p7,childhood liver cancer,بچوں میں جگر کا سرطان
Phrase,p8,Other Treatment Approaches,دیگر علاج کے طریقے
Phrase,p9,Biliary Tract Rhabdomyosarcoma,بلیئری ٹریکٹ رہیبڈومائیوسارکوما
Phrase,p10,Orthotopic liver transplantation,آرتھوٹوپک جگر کی پیوند کاری
Phrase,p11,PRETEXT stage 1,پری ٹیکسٹ مرحلہ 1
Phrase,p12,Age at Diagnosis,تشخیص کی عمر
Phrase,p13,Familial adenomatous polyposis,فیملیلیل ایڈینومیٹس پولیپوسس
Phrase,p14,Treatment of Hepatoblastoma,ہیپٹوبلاسٹوما کا علاج
Phrase,p15,childhood hepatocellular carcinoma,بچوں میں ہیپٹوسیلولر کارسنوما
Phrase,p16,Surgery and chemotherapy,سرجری اور  کیمیائی علاج
Phrase,p17,Median age 3.4 y,اوسط عمر 3.4 سال
Phrase,p18,Beckwith-Wiedemann syndrome and hemihyperplasia,بیکوتھ وائیڈمین سنڈروم اور ہیمائپرپلاسیا
Phrase,p19,Stage IV (distant metastases),مرحلہ IV (دور کے میٹاسٹیسیس)
Phrase,p20,"Trisomy 18, other trisomies","ٹرائی سوومی 18، دیگر ٹرائی سوومیاں"
Phrase,p21,Transitional liver cell tumor,ٹرانزیشنل جگر خلیوں کا ٹیومر  
Phrase,p22,Intratumoral injection of alcohol,ٹیومر کے اندرونی انجکشن (الکحل)  
Phrase,p23,Pure fetal histology hepatoblastoma,خالص فیٹل ہسٹالوجی ہیپاٹوبلاسٹوما  
Phrase,p24,Median age 10.5 y,درمیانی عمر 10.5 سال  
Phrase,p25,recurrent childhood liver cancer,بار بار ہونے والا بچوں کا جگر کا سرطان  
Phrase,p26,Chemotherapy and metastatic disease, کیمیائی علاج اور میٹاسٹیٹک بیماری  
Phrase,p27,Hepatitis B and C,ہیپاٹائٹس بی اور سی  
Phrase,p28,Glycogen storage diseases I–IV,گلائیکوجن اسٹوریج بیماریاں I–IV  
Phrase,p29,Small cell undifferentiated hepatoblastoma,چھوٹے سیل غیر متعین ہیپاٹوبلاسٹوما  
Phrase,p30,Hepatoblastoma and Hepatocellular Carcinoma,ہیپاٹوبلاسٹوما اور ہیپاٹوسیلولر کارسینوما  
Phrase,p31,Treatment of Hepatocellular Carcinoma,ہیپاٹوسیلولر کارسینوما کا علاج  
Phrase,p32,Stages I and II,مرحلہ I اور II  
Phrase,p33,Progressive familial intrahepatic cholestasis,پروگریسیو فیملیلیل انٹراہیپاٹک کولیسٹیسیس  
Phrase,p34,25% for patients with metastasis,میٹاسٹیسیز والے مریضوں کے لیے 25%  
Phrase,p35,Adapted from Nicol et al,نکول ایٹ ال سے ماخوذ  
Phrase,p36,68% for PRETEXT stage 3,پری ٹیکسٹ مرحلہ 3 کے لیے 68%  
Phrase,p37,Treatment Options for Stage IV,مرحلہ IV کے لیے علاج کے اختیارات  
Phrase,p38,57% for PRETEXT stage 4,پری ٹیکسٹ مرحلہ 4 کے لیے 57%  
Phrase,p39,Treatment options by cell type,خلیاتی قسم کے لحاظ سے علاج کے اختیارات  
Phrase,p40,22% for PRETEXT stage 3,پری ٹیکسٹ مرحلہ 3 کے لیے 22%  
Phrase,p41,Surgical resection for metastatic disease,میٹاسٹیٹک بیماری کے لیے سرجیکل ریسکشن  
Phrase,p42,61% for PRETEXT stage 4,پری ٹیکسٹ مرحلہ 4 کے لیے 61%  
Phrase,p43,Microscopic residual disease after resection,ریسکشن کے بعد خوردبینی باقی بیماری  
Phrase,p44,The chemotherapy was well tolerated, کیمیائی علاج کو اچھی طرح برداشت کیا گیا  
Phrase,p45,Limited Role for Radiation Therapy,ریڈی ایشن تھراپی کا محدود کردار  
Phrase,p46,Treatment Options for Stage III,مرحلہ III کے لیے علاج کے اختیارات  
Phrase,p47,Childhood Liver Cancer (PDQ®): Treatment,بچوں کے جگر کے سرطان (PDQ®): علاج  
Phrase,p48,There are positive lymph nodes,مثبت لمف نوڈس موجود ہیں  
Phrase,p49,91% for PRETEXT stage 2,پری ٹیکسٹ مرحلہ 2 کے لیے 91%  
Phrase,p50,Infantile Choriocarcinoma of the Liver,جگر کا شیرخوار کوریوکارسینوما  
Phrase,p51,Size of the primary tumor,پرائمری ٹیومر کا سائز    
Phrase,p53,Hepatoblastoma prognosis by postsurgical stage,پوسٹ سرجری مرحلے کے لحاظ سے ہیپاٹوبلاسٹوما کی پیش گوئی  
Phrase,p54,8% for PRETEXT stage 4,پری ٹیکسٹ مرحلہ 4 کے لیے 8%  
Phrase,p55,Presence of multifocal hepatic disease,ملٹی فوکل جگر کی بیماری کی موجودگی  
Phrase,p56,95% for PRETEXT stage 2,پری ٹیکسٹ مرحلہ 2 کے لیے 95%  
Phrase,p57,84% for PRETEXT stage 3,پری ٹیکسٹ مرحلہ 3 کے لیے 84%  
Phrase,p58,44% for PRETEXT stage 2,پری ٹیکسٹ مرحلہ 2 کے لیے 44%  
Phrase,p59,Special considerations for surgical resection,سرجیکل ریسکشن کے لیے خصوصی خیالات  
Phrase,p60,100% for PRETEXT stage 1,پری ٹیکسٹ مرحلہ 1 کے لیے 100%  
Phrase,p61,Postsurgical Staging for Childhood Liver Cancer,بچوں کے جگر کے سرطان کی پوسٹ سرجری مرحلہ بندی  
Phrase,p62,P—Main portal or portal bifurcation vein,P—مین پورٹل یا پورٹل تقسیم رگ  
Phrase,p63,High risk Any patient with metastases,اعلیٰ خطرہ: میٹاسٹیسیز والے کوئی بھی مریض  
Phrase,p64,Treatment of Recurrent Childhood Liver Cancer,بار بار ہونے والے بچوں کے جگر کے سرطان کا علاج  
Phrase,p52,44% for PRETEXT stage 1,پری ٹیکسٹ مرحلہ 1 کے لیے %44  
Phrase,p65,Any stage may have involvement of:,کسی بھی مرحلے میں شامل ہو سکتے ہیں:  
Phrase,p66,Hepatitis B and hepatitis C infection,ہیپاٹائٹس بی اور ہیپاٹائٹس سی انفیکشن  
Phrase,p67,Cytotrophoblasts and syncytiotrophoblasts are both present,سائٹوٹروفوبلاسٹس اور سنسیشیوٹروفوبلاسٹس دونوں موجود ہیں  
Phrase,p68,Undifferentiated Embryonal Sarcoma of the Liver,جگر کا انڈیفرینشی ایٹڈ ایمبریونل سارکوما  
Phrase,p69,"Of these 11 patients, 9 survived","ان 11 مریضوں میں سے 9 زندہ بچ گئے"  
Phrase,p70,Late Effects of Treatment for Childhood Cancer,بچپن کے سرطان کے علاج کے دیرپا اثرات  
Phrase,p71,Survival was 100% with no chemotherapy given, کیمیائی علاج کے بغیر بقا کی شرح 100% تھی  
Phrase,p72,Chemotherapy followed by reassessment of surgical resectability, کیمیائی علاج کے بعد سرجیکل ریسکشن کی دوبارہ تشخیص  
Phrase,p73,Stages III and IV are usually fatal,مرحلہ III اور IV عام طور پر مہلک ہوتے ہیں  
Phrase,p74,Presurgical Staging for Hepatoblastoma and Hepatocellular Carcinoma,ہیپاٹوبلاسٹوما اور ہیپاٹوسیلولر کارسینوما کی سرجری سے پہلے کی مرحلہ بندی  
Phrase,p75,Treatment Options for Postsurgically Staged Stage IV,مرحلہ IV (پوسٹ سرجری) کے لیے علاج کے اختیارات  
Phrase,p76,Treatment of Infantile Choriocarcinoma of the Liver,جگر کے شیرخوار کوریوکارسینوما کا علاج  
Phrase,p77,V—Vena cava or all three hepatic veins,V—وینا کیوا یا جگر کی تینوں رگیں  
Phrase,p78,Several studies have tested different chemotherapy regimens,کئی مطالعوں نے مختلف  کیمیائی علاج طریقوں کو آزمایا ہے  
Phrase,p79,Treatment Options for Stages I and II,مرحلہ I اور II کے لیے علاج کے اختیارات  
Phrase,p80,Delayed surgical resection (chemotherapy followed by surgery),تاخیر سے سرجیکل ریسکشن ( کیمیائی علاج کے بعد سرجری)  
Phrase,p81,Frequently; jaundice is a common presenting symptom,اکثر؛ یرقان ایک عام ابتدائی علامت ہے  
Phrase,p1,Diet and vitamins,خوراک اور وٹامنز  
Phrase,p2,Description of Evidence,شواہد کی وضاحت  
Phrase,p3,Prophylactic mastectomy: Harms,احتیاطی ماسٹیکٹومی: نقصانات  
Phrase,p4,Prophylactic mastectomy: Benefits,احتیاطی ماسٹیکٹومی: فوائد  
Phrase,p5,Major inheritance susceptibility,بڑی وراثتی حساسیت  
Phrase,p6,Invasive breast cancer,جارحانہ چھاتی کا سرطان  
Phrase,p7,Noninvasive breast cancer,غیر جارحانہ چھاتی کا سرطان  
Phrase,p8,Bladder control symptoms,مثانے کے کنٹرول کی علامات  
Phrase,p9,Ionizing radiation exposure,آیونائزنگ تابکاری کا ایکسپوژر  
Phrase,p10,Combination hormone therapy,مرکب ہارمون تھراپی  
Phrase,p11,Study Design: RCTs,مطالعہ کا ڈیزائن: آر سی ٹیز (رینڈمائزڈ کنٹرول ٹرائلز)  
Phrase,p12,Aromatase inhibition or inactivation,ارومیٹیز روک یا غیر فعال کرنا  
Phrase,p13,Breast Cancer (PDQ®): Prevention,چھاتی کا سرطان (PDQ®): روک تھام  
Phrase,p14,Study Design: One RCT,مطالعہ کا ڈیزائن: ایک آر سی ٹی  
Phrase,p15,Study Design: Observational study,مطالعہ کا ڈیزائن: مشاہداتی مطالعہ  
Phrase,p16,Study Design: Convenience sample,مطالعہ کا ڈیزائن: آسانی کا نمونہ  
Phrase,p17,Selective estrogen receptor modulators (SERMs),سیلیکٹو ایسٹروجن ریسیپٹر موڈولیٹرز (SERMs)  
Phrase,p18,Aromatase inhibitors or inactivators: Benefits,ارومیٹیز انہیبیٹرز یا غیر فعال کرنے والی ادویات: فوائد  
Phrase,p19,Breast Cancer Treatment and Pregnancy,چھاتی کے سرطان کا علاج اور حمل  
Phrase,p20,Active and passive cigarette smoking,فعال اور غیر فعال سگریٹ نوشی  
Phrase,p21,Incidence of Symptoms (0–4 scale),علامات کی شرح واقعات (0–4 اسکیل)  
Phrase,p22,Aromatase inhibitors or inactivators: Harms,ارومیٹیز انہیبیٹرز یا غیر فعال کرنے والی ادویات: نقصانات  
Phrase,p23,"Incidence of Outcomes Per 1,000 Women","1,000 خواتین میں نتائج کی شرح واقعات"  
Phrase,p24,Study Design: Cohort and case-control studies,مطالعہ کا ڈیزائن: کوہورٹ اور کیس کنٹرول مطالعہ  
Phrase,p25,Genetics of Breast and Ovarian Cancer,چھاتی اور بیضہ دانی کے سرطان کی جینیات  
Phrase,p26,Selective estrogen receptor modulators (SERMs): Benefits,سیلیکٹو ایسٹروجن ریسیپٹر موڈولیٹرز (SERMs): فوائد  
Phrase,p27,Study Design: Case-control and cohort studies,مطالعہ کا ڈیزائن: کیس کنٹرول اور کوہورٹ مطالعہ  
Phrase,p28,Selective estrogen receptor modulators (SERMs): Harms,سیلیکٹو ایسٹروجن ریسیپٹر موڈولیٹرز (SERMs): نقصانات  
Phrase,p29,ER–positive tumors were reduced by 48%,ای آر-پازیٹو ٹیومرز میں 48% کمی ہوئی  
Phrase,p30,Study Design: RCT and cohort studies,مطالعہ کا ڈیزائن: آر سی ٹی اور کوہورٹ مطالعہ  
Phrase,p31,Factors of Unproven or Disproven Association,غیر ثابت یا رد شدہ وابستگی کے عوامل  
Phrase,p32,Prophylactic oophorectomy or ovarian ablation: Harms,احتیاطی اووفوریکٹومی یا بیضہ دانی کی تخریب: نقصانات  
Phrase,p33,Etiology and pathogenesis of breast cancer,چھاتی کے سرطان کی اسباب اور بیماری کی تشکیل  
Phrase,p34,Prophylactic oophorectomy or ovarian ablation: Benefits,احتیاطی اووفوریکٹومی یا بیضہ دانی کی تخریب: فوائد  
Phrase,p35,"A total of 8,171 women were enrolled","کل 8,171 خواتین شامل کی گئیں"  
Phrase,p36,"Study Design: Observational, case-control, and cohort studies","مطالعہ کا ڈیزائن: مشاہداتی، کیس کنٹرول، اور کوہورٹ مطالعہ"  
Phrase,p37,"Study Design: Case-control, cohort, and observational studies","مطالعہ کا ڈیزائن: کیس کنٹرول، کوہورٹ، اور مشاہداتی مطالعہ"  
Phrase,p38,A second trial (IBIS-2) is under way,دوسرا ٹرائل (IBIS-2) جاری ہے  
Phrase,p39,Estrogen-only use among women with a hysterectomy,ہسٹریکٹومی والی خواتین میں صرف ایسٹروجن کا استعمال  
Phrase,p40,Study Design: Prospective observational and case-control studies,مطالعہ کا ڈیزائن: پرواسپیکٹو مشاہداتی اور کیس کنٹرول مطالعہ  
Phrase,p41,Results of case-control studies have been mixed,کیس کنٹرول مطالعہ کے نتائج مختلف رہے ہیں  
Phrase,p42,Follow-up continued for up to 16 years,فالو اپ 16 سال تک جاری رہا  
Phrase,p1,Vitamin E supplementation,وٹامن ای سپلیمنٹیشن  
Phrase,p2,Smoke-free workplace legislation,دھواں مزدور مقامات کی قانون سازی  
Phrase,p3,Beta-carotene in nonsmokers,بیٹا کیروٹین غیر تمباکو نوشوں میں  
Phrase,p4,Smoking cessation guidelines,تمباکو نوشی بند کرنے کی رہنما خطوط  
Phrase,p5,Secondhand tobacco smoke,سیکنڈ ہینڈ تمباکو کا دھواں  
Phrase,p6,Eliminating secondhand smoke,سیکنڈ ہینڈ دھواں کا خاتمہ  
Phrase,p7,Lung Cancer Screening,پھیپھڑوں کے سرطان کی اسکریننگ  
Phrase,p8,Vitamin E (Tocopherol),وٹامن ای (ٹوکوفرول)  
Phrase,p9,Pharmacotherapy for smoking cessation,تمباکو نوشی بند کرنے کی فارماکو تھراپی  
Phrase,p10,Exposure to secondhand smoke,سیکنڈ ہینڈ دھوئیں کا ایکسپوژر  
Phrase,p11,Beta-carotene supplementation in nonsmokers,غیر تمباکو نوشوں میں بیٹا کیروٹین سپلیمنٹیشن  
Phrase,p12,Lung Cancer (PDQ®): Prevention,پھیپھڑوں کا سرطان (PDQ®): روک تھام  
Phrase,p13,Smoking avoidance and cessation,تمباکو نوشی سے پرہیز اور بند کرنا  
Phrase,p14,Beta-carotene supplementation in smokers,تمباکو نوشوں میں بیٹا کیروٹین سپلیمنٹیشن  
Phrase,p15,The biology of carcinogenesis,سرطان کی تشکیل کی حیاتیات  
Phrase,p16,Skills training/problem solving (cessation/abstinence techniques),مہارتی تربیت/مسئلہ حل (چھوڑنے/پرہیز کی تکنیکات)  
Phrase,p17,Occupational exposures to lung carcinogens,پھیپھڑوں کے سرطان زا عوامل سے پیشہ ورانہ ایکسپوژر  
Phrase,p18,Beta-carotene supplementation in current smokers,موجودہ تمباکو نوشوں میں بیٹا کیروٹین سپلیمنٹیشن  
Phrase,p19,Human immunodeficiency virus (HIV) infection,انسان کا مدافعتی کمزوری وائرس (ایچ آئی وی) انفیکشن  
Phrase,p20,Lung cancer in never smokers,پھیپھڑوں کا سرطان (کبھی تمباکو نوشی نہ کرنے والوں میں)  
Phrase,p21,Occupational exposure to lung carcinogens,پھیپھڑوں کے سرطان زا عوامل سے پیشہ ورانہ ایکسپوژر  
Phrase,p22,Reducing or eliminating exposure to radon,ریڈون کے ایکسپوژر کو کم یا ختم کرنا  
Phrase,p23,Factors of uncertain association with risk,خطرے سے غیر یقینی وابستگی کے عوامل  
Phrase,p24,Other environmental causes of lung cancer,پھیپھڑوں کے سرطان کی دیگر ماحولیاتی وجوہات  
Phrase,p25,Preventing occupational exposure to lung carcinogens,پھیپھڑوں کے سرطان زا عوامل سے پیشہ ورانہ ایکسپوژر کو روکنا  
Phrase,p26,"Magnitude of Effect: Increased risk, small magnitude",اثر کی شدت: بڑھا ہوا خطرہ، کم شدت  
Phrase,p27,The primary endpoint was lung cancer incidence,بنیادی مقصد پھیپھڑوں کے سرطان کی شرح واقعات تھا  
Phrase,p28,Overcoming nicotine dependence is often extremely difficult,نکوٹین پر انحصار پر قابو پانا اکثر انتہائی مشکل ہوتا ہے  
Phrase,p29,Cigarette smoking is the primary risk factor,سگریٹ نوشی بنیادی خطرے کا عنصر ہے  
Phrase,p1,Evidence (CT/FDG-PET scan):,شواہد (سی ٹی/ایف ڈی جی-پی ای ٹی اسکین):  
Phrase,p2,stage 0 NSCLC,مرحلہ 0 نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p3,stage IV NSCLC,مرحلہ IV نان-سمال سیل پھیپھڑوں کا سرطان  
Phrase,p4,Involvement of pleura,پلیورا کی ملوثیت  
Phrase,p5,Giant cell carcinoma,جائنٹ سیل کارسینوما  
Phrase,p6,Evidence (combination chemotherapy):,شواہد (مرکب  کیمیائی علاج):  
Phrase,p7,Evidence (chemoradiation therapy):,شواہد (کیمو ریڈی ایشن تھراپی):  
Phrase,p8,Evidence (neoadjuvant chemotherapy):,شواہد (نیوایڈجوینٹ  کیمیائی علاج):  
Phrase,p9,Signet ring adenocarcinoma,سگنٹ رِنگ ایڈینوکارسینوما  
Phrase,p10,Combined modality approaches,مرکب طریقہ کار کے طریقے  
Phrase,p11,stage IV disease,مرحلہ IV بیماری  
Phrase,p12,Factors influencing treatment,علاج کو متاثر کرنے والے عوامل  
Phrase,p13,Occult NSCLC Treatment,پوشیدہ این ایس سی ایل سی کا علاج  
Phrase,p14,Well-differentiated fetal adenocarcinoma,اچھی تفریق شدہ فیٹل ایڈینوکارسینوما  
Phrase,p15,T4 (pleural effusion),T4 (پلیورل افیوژن)  
Phrase,p16,Age versus comorbidity,عمر بمقابلہ کموربڈٹی  
Phrase,p17,M1 (ipsilateral lung),M1 (ہم طرفہ پھیپھڑا)  
Phrase,p18,occult lung cancer,پوشیدہ پھیپھڑوں کا سرطان  
Phrase,p19,Adjuvant chemoradiation therapy,ایجوانٹ کیمو ریڈی ایشن تھراپی  
Phrase,p20,Evidence (radiation therapy):,شواہد (ریڈی ایشن تھراپی):  
Phrase,p21,Superior sulcus tumors,سپیریئر سلس ٹیومرز  
Phrase,p22,New chemotherapy regimens,نئے  کیمیائی علاج طریقہ علاج  
Phrase,p23,M1 (contralateral lung),M1 (مخالف پھیپھڑا)  
Phrase,p24,Clear cell adenocarcinoma,کلیر سیل ایڈینوکارسینوما  
Phrase,p25,Evidence (FDG-PET scan):,شواہد (ایف ڈی جی-پی ای ٹی اسکین):  
Phrase,p26,New fractionation schedules,نئے فریکشنیشن شیڈول  
Phrase,p27,"New cases: 224,210","نئے کیسز: 224,210"  
Phrase,p28,Evidence (endobronchial therapies):,شواہد (اینڈوبرونکائل تھراپیز):  
Phrase,p29,Other systemic agents,دیگر سسٹمک ایجنٹس  
Phrase,p30,Spindle cell carcinoma,سپنڈل سیل کارسینوما  
Phrase,p31,Extracapsular tumor spread,ایکسٹرا کیپسولر ٹیومر پھیلاؤ  
Phrase,p32,Large cell carcinoma,لارج سیل کارسینوما  
Phrase,p33,stages IIA NSCLC,مرحلہ IIA این ایس سی ایل سی  
Phrase,p34,Stage IIIB NSCLC,مرحلہ IIIB این ایس سی ایل سی  
Phrase,p35,stage IIIA NSCLC,مرحلہ IIIA این ایس سی ایل سی  
Phrase,p36,Evidence (radical surgery):,شواہد (ریڈیکل سرجری):  
Phrase,p37,Adenoid cystic carcinoma,ایڈینوئڈ سسٹک کارسینوما  
Phrase,p38,Stage IV NSCLC,مرحلہ IV این ایس سی ایل سی  
Phrase,p39,Evidence (CT scan):,شواہد (سی ٹی اسکین):  
